PassengerID,age,Gender,passenger_class,passenger_type,type_of_travel,FlightID,FoodID,SatisfactionID
1392,67,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1393,46,Female,Business,Loyal Customer,Business travel,124,3,5
1394,43,Female,Eco,Loyal Customer,Business travel,124,3,5
1395,15,Male,Business,Loyal Customer,Business travel,124,3,5
1396,37,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1397,44,Female,Business,Loyal Customer,Business travel,124,3,5
1398,24,Female,Eco,disloyal Customer,Business travel,124,3,5
1399,64,Female,Business,Loyal Customer,Business travel,124,3,5
1400,47,Female,Eco Plus,Loyal Customer,Personal Travel,124,3,5
1401,60,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1402,41,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1403,61,Male,Eco Plus,Loyal Customer,Personal Travel,124,3,5
1404,30,Male,Business,Loyal Customer,Personal Travel,124,3,5
1405,21,Male,Eco Plus,Loyal Customer,Business travel,124,3,5
1406,59,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1407,44,Female,Business,Loyal Customer,Business travel,124,3,5
1408,30,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1409,35,Male,Business,Loyal Customer,Business travel,124,3,5
1410,15,Male,Business,Loyal Customer,Business travel,124,3,5
1411,68,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1412,54,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1413,47,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1414,31,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1415,43,Male,Business,Loyal Customer,Business travel,124,3,5
1416,52,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1417,39,Female,Business,Loyal Customer,Business travel,124,3,5
1418,31,Female,Business,Loyal Customer,Business travel,124,3,5
1419,51,Female,Business,Loyal Customer,Business travel,124,3,5
1420,74,Female,Business,Loyal Customer,Business travel,124,3,5
1421,36,Female,Eco Plus,Loyal Customer,Personal Travel,124,3,5
1422,54,Male,Business,Loyal Customer,Business travel,124,3,5
1423,35,Female,Business,Loyal Customer,Business travel,124,3,5
1424,22,Female,Eco,disloyal Customer,Business travel,124,3,5
1425,56,Female,Business,Loyal Customer,Business travel,124,3,5
1426,43,Female,Eco,disloyal Customer,Business travel,124,3,5
1427,57,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1428,59,Female,Business,Loyal Customer,Business travel,124,3,5
1429,45,Male,Business,Loyal Customer,Business travel,124,3,5
1430,59,Male,Business,Loyal Customer,Business travel,124,3,5
1431,43,Female,Business,Loyal Customer,Business travel,124,3,5
1432,24,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1433,30,Female,Business,Loyal Customer,Business travel,124,3,5
1434,54,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1435,37,Male,Eco,Loyal Customer,Business travel,124,3,5
1436,26,Male,Business,disloyal Customer,Business travel,124,3,5
1437,40,Female,Business,Loyal Customer,Business travel,124,3,5
1438,17,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1439,42,Female,Business,Loyal Customer,Business travel,124,3,5
1440,44,Male,Business,Loyal Customer,Business travel,124,3,5
1441,30,Female,Business,disloyal Customer,Business travel,124,3,5
1442,20,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1443,23,Male,Eco,Loyal Customer,Business travel,124,3,5
1444,26,Male,Business,Loyal Customer,Business travel,124,3,5
1445,28,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1446,57,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1447,57,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1448,39,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1449,47,Male,Business,Loyal Customer,Business travel,124,3,5
1450,28,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1451,34,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1452,61,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1453,51,Male,Business,Loyal Customer,Personal Travel,124,3,5
1454,39,Male,Business,Loyal Customer,Business travel,124,3,5
1455,26,Male,Eco,disloyal Customer,Business travel,124,3,5
1456,61,Male,Business,Loyal Customer,Business travel,124,3,5
1457,41,Female,Business,Loyal Customer,Business travel,124,3,5
1458,39,Male,Business,disloyal Customer,Business travel,124,3,5
1459,49,Female,Business,Loyal Customer,Business travel,124,3,5
1460,12,Female,Eco Plus,Loyal Customer,Personal Travel,124,3,5
1461,62,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1462,21,Female,Eco,disloyal Customer,Business travel,124,3,5
1463,52,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1464,26,Female,Eco,Loyal Customer,Business travel,124,3,5
1465,25,Female,Business,Loyal Customer,Business travel,124,3,5
1466,72,Male,Business,Loyal Customer,Business travel,124,3,5
1467,27,Male,Eco,Loyal Customer,Business travel,124,3,5
1468,62,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1469,47,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1470,38,Female,Business,Loyal Customer,Business travel,124,3,5
1471,40,Male,Business,Loyal Customer,Business travel,124,3,5
1472,25,Male,Business,Loyal Customer,Business travel,124,3,5
1473,51,Female,Eco,Loyal Customer,Business travel,124,3,5
1474,59,Female,Business,Loyal Customer,Business travel,124,3,5
1475,35,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1476,40,Male,Business,Loyal Customer,Business travel,124,3,5
1477,52,Female,Eco,Loyal Customer,Business travel,124,3,5
1478,58,Female,Business,Loyal Customer,Business travel,124,3,5
1479,49,Female,Eco,Loyal Customer,Personal Travel,124,3,5
1480,34,Male,Eco,Loyal Customer,Personal Travel,124,3,5
1481,51,Male,Business,Loyal Customer,Business travel,124,3,5
1482,39,Female,Business,disloyal Customer,Business travel,124,3,5
1483,46,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1484,25,Male,Business,disloyal Customer,Business travel,124,5,5
1485,13,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1486,35,Male,Business,Loyal Customer,Business travel,124,5,5
1487,60,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1488,32,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1489,67,Female,Eco Plus,Loyal Customer,Business travel,124,5,5
1490,27,Female,Business,disloyal Customer,Business travel,124,5,5
1491,30,Male,Business,disloyal Customer,Business travel,124,5,5
1492,22,Female,Business,Loyal Customer,Business travel,124,5,5
1493,60,Male,Eco,Loyal Customer,Business travel,124,5,5
1494,53,Female,Business,Loyal Customer,Business travel,124,5,5
1495,59,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1496,40,Male,Business,Loyal Customer,Business travel,124,5,5
1497,53,Male,Eco,Loyal Customer,Business travel,124,5,5
1498,25,Female,Business,Loyal Customer,Business travel,124,5,5
1499,57,Male,Eco,Loyal Customer,Business travel,124,5,5
1500,58,Female,Eco Plus,Loyal Customer,Business travel,124,5,5
1501,49,Female,Business,Loyal Customer,Business travel,124,5,5
1502,35,Female,Eco Plus,Loyal Customer,Business travel,124,5,5
1503,49,Female,Business,disloyal Customer,Business travel,124,5,5
1504,31,Male,Business,Loyal Customer,Business travel,124,5,5
1505,48,Male,Business,Loyal Customer,Business travel,124,5,5
1506,22,Male,Business,Loyal Customer,Business travel,124,5,5
1507,56,Male,Eco,Loyal Customer,Business travel,124,5,5
1508,28,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1509,34,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1510,21,Male,Eco,disloyal Customer,Business travel,124,5,5
1511,68,Female,Eco,Loyal Customer,Business travel,124,5,5
1512,61,Male,Eco Plus,Loyal Customer,Personal Travel,124,5,5
1513,42,Female,Eco,disloyal Customer,Business travel,124,5,5
1514,12,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1515,42,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1516,24,Male,Business,Loyal Customer,Personal Travel,124,5,5
1517,32,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1518,30,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1519,36,Female,Business,disloyal Customer,Business travel,124,5,5
1520,53,Female,Business,Loyal Customer,Business travel,124,5,5
1521,39,Female,Business,Loyal Customer,Business travel,124,5,5
1522,29,Male,Business,Loyal Customer,Business travel,124,5,5
1523,36,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1524,23,Female,Eco Plus,disloyal Customer,Business travel,124,5,5
1525,36,Male,Business,Loyal Customer,Business travel,124,5,5
1526,38,Female,Business,Loyal Customer,Business travel,124,5,5
1527,48,Female,Business,Loyal Customer,Business travel,124,5,5
1528,31,Female,Eco Plus,Loyal Customer,Personal Travel,124,5,5
1529,39,Male,Business,Loyal Customer,Business travel,124,5,5
1530,43,Male,Business,Loyal Customer,Business travel,124,5,5
1531,40,Male,Eco,Loyal Customer,Business travel,124,5,5
1532,53,Male,Business,Loyal Customer,Personal Travel,124,5,5
1533,64,Male,Business,disloyal Customer,Business travel,124,5,5
1534,32,Female,Business,disloyal Customer,Business travel,124,5,5
1535,44,Female,Business,Loyal Customer,Business travel,124,5,5
1536,19,Female,Business,Loyal Customer,Business travel,124,5,5
1537,63,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1538,7,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1539,40,Male,Business,Loyal Customer,Business travel,124,5,5
1540,44,Female,Eco,disloyal Customer,Business travel,124,5,5
1541,45,Male,Business,Loyal Customer,Business travel,124,5,5
1542,12,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1543,16,Female,Eco,disloyal Customer,Business travel,124,5,5
1544,21,Male,Eco,disloyal Customer,Business travel,124,5,5
1545,35,Male,Eco,disloyal Customer,Business travel,124,5,5
1546,53,Male,Eco,Loyal Customer,Business travel,124,5,5
1547,33,Male,Business,Loyal Customer,Business travel,124,5,5
1548,43,Male,Business,Loyal Customer,Business travel,124,5,5
1549,56,Female,Business,Loyal Customer,Business travel,124,5,5
1550,7,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1551,42,Female,Business,Loyal Customer,Business travel,124,5,5
1552,25,Female,Eco,Loyal Customer,Business travel,124,5,5
1553,37,Male,Business,disloyal Customer,Business travel,124,5,5
1554,25,Male,Eco,Loyal Customer,Business travel,124,5,5
1555,9,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1556,68,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1557,17,Female,Eco,disloyal Customer,Business travel,124,5,5
1558,18,Female,Eco,disloyal Customer,Business travel,124,5,5
1559,51,Female,Business,Loyal Customer,Business travel,124,5,5
1560,40,Male,Eco,Loyal Customer,Personal Travel,124,5,5
1561,55,Female,Eco,Loyal Customer,Business travel,124,5,5
1562,37,Female,Business,Loyal Customer,Business travel,124,5,5
1563,17,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1564,27,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1565,46,Female,Business,Loyal Customer,Business travel,124,5,5
1566,21,Female,Eco,disloyal Customer,Business travel,124,5,5
1567,33,Female,Business,disloyal Customer,Business travel,124,5,5
1568,41,Female,Business,Loyal Customer,Business travel,124,5,5
1569,28,Male,Business,disloyal Customer,Business travel,124,5,5
1570,48,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1571,61,Female,Eco,Loyal Customer,Business travel,124,5,5
1572,58,Female,Business,Loyal Customer,Business travel,124,5,5
1573,38,Male,Business,Loyal Customer,Business travel,124,5,5
1574,59,Female,Eco,Loyal Customer,Personal Travel,124,5,5
1575,24,Female,Business,Loyal Customer,Business travel,124,5,5
1576,46,Male,Eco,Loyal Customer,Business travel,124,5,5
1577,49,Female,Eco Plus,Loyal Customer,Business travel,124,5,5
1578,15,Female,Eco,disloyal Customer,Business travel,124,5,5
1579,70,Female,Business,Loyal Customer,Personal Travel,124,5,5
1580,44,Female,Business,Loyal Customer,Business travel,124,5,5
1581,47,Female,Business,Loyal Customer,Business travel,124,5,5
1582,24,Female,Eco,disloyal Customer,Business travel,124,5,5
1583,31,Male,Business,Loyal Customer,Business travel,124,5,5
1584,30,Female,Eco,disloyal Customer,Business travel,124,5,5
1585,38,Female,Eco,disloyal Customer,Business travel,124,5,5
1586,33,Male,Business,Loyal Customer,Business travel,124,5,5
1587,43,Female,Business,Loyal Customer,Business travel,124,5,5
1588,41,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1589,20,Male,Business,Loyal Customer,Business travel,124,6,5
1590,57,Male,Business,Loyal Customer,Business travel,124,6,5
1591,53,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1592,33,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1593,61,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1594,46,Female,Business,Loyal Customer,Business travel,124,6,5
1595,57,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1596,50,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1597,59,Male,Business,Loyal Customer,Business travel,124,6,5
1598,40,Female,Business,Loyal Customer,Business travel,124,6,5
1599,25,Male,Eco,disloyal Customer,Business travel,124,6,5
1600,29,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1601,35,Male,Eco,Loyal Customer,Business travel,124,6,5
1602,34,Female,Business,Loyal Customer,Business travel,124,6,5
1603,27,Male,Business,disloyal Customer,Business travel,124,6,5
1604,25,Male,Business,Loyal Customer,Business travel,124,6,5
1605,68,Male,Eco Plus,Loyal Customer,Personal Travel,124,6,5
1606,43,Male,Eco,Loyal Customer,Business travel,124,6,5
1607,16,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1608,53,Male,Business,Loyal Customer,Business travel,124,6,5
1609,20,Female,Eco,disloyal Customer,Business travel,124,6,5
1610,67,Female,Business,Loyal Customer,Business travel,124,6,5
1611,34,Male,Eco,disloyal Customer,Business travel,124,6,5
1612,58,Female,Eco Plus,Loyal Customer,Personal Travel,124,6,5
1613,43,Male,Business,Loyal Customer,Business travel,124,6,5
1614,31,Female,Business,Loyal Customer,Business travel,124,6,5
1615,17,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1616,27,Female,Business,disloyal Customer,Business travel,124,6,5
1617,37,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1618,54,Female,Eco,disloyal Customer,Business travel,124,6,5
1619,32,Male,Business,Loyal Customer,Business travel,124,6,5
1620,51,Female,Business,Loyal Customer,Business travel,124,6,5
1621,40,Female,Eco Plus,Loyal Customer,Personal Travel,124,6,5
1622,26,Male,Business,disloyal Customer,Business travel,124,6,5
1623,45,Male,Business,Loyal Customer,Business travel,124,6,5
1624,44,Female,Business,Loyal Customer,Business travel,124,6,5
1625,29,Male,Business,Loyal Customer,Business travel,124,6,5
1626,33,Female,Eco Plus,disloyal Customer,Business travel,124,6,5
1627,54,Male,Eco,Loyal Customer,Business travel,124,6,5
1628,40,Female,Business,Loyal Customer,Business travel,124,6,5
1629,44,Female,Business,Loyal Customer,Business travel,124,6,5
1630,40,Male,Business,disloyal Customer,Business travel,124,6,5
1631,48,Female,Business,Loyal Customer,Business travel,124,6,5
1632,50,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1633,33,Female,Eco,Loyal Customer,Business travel,124,6,5
1634,63,Female,Business,Loyal Customer,Personal Travel,124,6,5
1635,34,Male,Business,Loyal Customer,Business travel,124,6,5
1636,23,Female,Business,Loyal Customer,Business travel,124,6,5
1637,25,Female,Eco,disloyal Customer,Business travel,124,6,5
1638,34,Male,Business,Loyal Customer,Business travel,124,6,5
1639,47,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1640,37,Male,Business,Loyal Customer,Business travel,124,6,5
1641,61,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1642,63,Male,Business,Loyal Customer,Business travel,124,6,5
1643,43,Male,Business,Loyal Customer,Business travel,124,6,5
1644,16,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1645,46,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1646,47,Female,Business,Loyal Customer,Business travel,124,6,5
1647,20,Female,Eco,disloyal Customer,Business travel,124,6,5
1648,26,Male,Business,disloyal Customer,Business travel,124,6,5
1649,11,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1650,28,Male,Eco,disloyal Customer,Business travel,124,6,5
1651,34,Male,Eco,Loyal Customer,Business travel,124,6,5
1652,11,Male,Business,Loyal Customer,Business travel,124,6,5
1653,43,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1654,37,Male,Business,Loyal Customer,Business travel,124,6,5
1655,41,Male,Eco,Loyal Customer,Business travel,124,6,5
1656,44,Male,Business,Loyal Customer,Business travel,124,6,5
1657,49,Female,Business,Loyal Customer,Business travel,124,6,5
1658,70,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1659,53,Male,Business,Loyal Customer,Business travel,124,6,5
1660,41,Female,Business,Loyal Customer,Business travel,124,6,5
1661,36,Male,Business,Loyal Customer,Business travel,124,6,5
1662,17,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1663,32,Male,Business,Loyal Customer,Business travel,124,6,5
1664,42,Male,Eco Plus,Loyal Customer,Business travel,124,6,5
1665,23,Male,Business,Loyal Customer,Business travel,124,6,5
1666,39,Male,Business,Loyal Customer,Business travel,124,6,5
1667,25,Female,Business,disloyal Customer,Business travel,124,6,5
1668,42,Female,Business,Loyal Customer,Business travel,124,6,5
1669,54,Female,Business,Loyal Customer,Business travel,124,6,5
1670,34,Female,Business,Loyal Customer,Business travel,124,6,5
1671,25,Male,Business,disloyal Customer,Business travel,124,6,5
1672,53,Female,Business,Loyal Customer,Business travel,124,6,5
1673,38,Female,Business,Loyal Customer,Business travel,124,6,5
1674,55,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1675,29,Female,Business,Loyal Customer,Business travel,124,6,5
1676,27,Female,Business,disloyal Customer,Business travel,124,6,5
1677,41,Female,Business,Loyal Customer,Business travel,124,6,5
1678,29,Male,Business,disloyal Customer,Business travel,124,6,5
1679,29,Male,Business,Loyal Customer,Business travel,124,6,5
1680,46,Male,Business,Loyal Customer,Business travel,124,6,5
1681,27,Female,Business,Loyal Customer,Business travel,124,6,5
1682,67,Male,Business,Loyal Customer,Business travel,124,6,5
1683,27,Male,Business,disloyal Customer,Business travel,124,6,5
1684,45,Male,Eco Plus,Loyal Customer,Personal Travel,124,6,5
1685,45,Female,Business,Loyal Customer,Business travel,124,6,5
1686,20,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1687,50,Male,Business,Loyal Customer,Business travel,124,6,5
1688,23,Female,Business,Loyal Customer,Business travel,124,6,5
1689,19,Male,Eco,disloyal Customer,Business travel,124,6,5
1690,23,Male,Business,Loyal Customer,Business travel,124,6,5
1691,64,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1692,28,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1693,31,Female,Business,Loyal Customer,Business travel,124,6,5
1694,23,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1695,53,Male,Business,Loyal Customer,Business travel,124,6,5
1696,32,Male,Business,Loyal Customer,Business travel,124,6,5
1697,57,Female,Business,Loyal Customer,Business travel,124,6,5
1698,40,Male,Business,Loyal Customer,Personal Travel,124,6,5
1699,35,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1700,24,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1701,51,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1702,22,Male,Business,disloyal Customer,Business travel,124,6,5
1703,40,Female,Business,disloyal Customer,Business travel,124,6,5
1704,19,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1705,61,Female,Business,Loyal Customer,Business travel,124,6,5
1706,22,Female,Eco,disloyal Customer,Business travel,124,6,5
1707,50,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1708,20,Male,Business,Loyal Customer,Business travel,124,6,5
1709,29,Female,Business,Loyal Customer,Business travel,124,6,5
1710,49,Female,Business,Loyal Customer,Business travel,124,6,5
1711,55,Male,Business,Loyal Customer,Business travel,124,6,5
1712,27,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1713,25,Female,Eco,disloyal Customer,Business travel,124,6,5
1714,53,Female,Business,Loyal Customer,Business travel,124,6,5
1715,59,Female,Business,Loyal Customer,Business travel,124,6,5
1716,63,Male,Eco,disloyal Customer,Business travel,124,6,5
1717,56,Male,Eco,Loyal Customer,Business travel,124,6,5
1718,51,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1719,60,Female,Eco,Loyal Customer,Business travel,124,6,5
1720,40,Male,Business,Loyal Customer,Business travel,124,6,5
1721,40,Female,Business,Loyal Customer,Business travel,124,6,5
1722,41,Female,Business,Loyal Customer,Business travel,124,6,5
1723,40,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1724,34,Male,Business,Loyal Customer,Business travel,124,6,5
1725,27,Female,Business,disloyal Customer,Business travel,124,6,5
1726,55,Male,Business,Loyal Customer,Business travel,124,6,5
1727,54,Male,Business,Loyal Customer,Business travel,124,6,5
1728,45,Female,Business,Loyal Customer,Business travel,124,6,5
1729,62,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1730,69,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1731,50,Male,Business,disloyal Customer,Business travel,124,6,5
1732,57,Male,Business,Loyal Customer,Business travel,124,6,5
1733,26,Female,Business,Loyal Customer,Business travel,124,6,5
1734,42,Female,Eco,Loyal Customer,Business travel,124,6,5
1735,36,Male,Business,Loyal Customer,Business travel,124,6,5
1736,41,Female,Business,Loyal Customer,Business travel,124,6,5
1737,55,Male,Business,Loyal Customer,Business travel,124,6,5
1738,41,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1739,19,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1740,44,Male,Eco,Loyal Customer,Business travel,124,6,5
1741,8,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1742,18,Female,Business,Loyal Customer,Business travel,124,6,5
1743,44,Female,Eco Plus,Loyal Customer,Business travel,124,6,5
1744,61,Female,Eco,Loyal Customer,Business travel,124,6,5
1745,34,Female,Business,disloyal Customer,Business travel,124,6,5
1746,37,Male,Business,Loyal Customer,Business travel,124,6,5
1747,66,Female,Business,Loyal Customer,Business travel,124,6,5
1748,57,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1749,34,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1750,44,Male,Eco Plus,Loyal Customer,Business travel,124,6,5
1751,16,Female,Business,Loyal Customer,Personal Travel,124,6,5
1752,49,Male,Business,Loyal Customer,Business travel,124,6,5
1753,44,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1754,25,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1755,28,Female,Business,disloyal Customer,Business travel,124,6,5
1756,42,Male,Business,Loyal Customer,Business travel,124,6,5
1757,53,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1758,33,Female,Eco Plus,Loyal Customer,Business travel,124,6,5
1759,47,Female,Business,Loyal Customer,Business travel,124,6,5
1760,16,Male,Eco,disloyal Customer,Business travel,124,6,5
1761,16,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1762,21,Female,Eco,disloyal Customer,Business travel,124,6,5
1763,18,Male,Business,disloyal Customer,Business travel,124,6,5
1764,30,Female,Eco Plus,Loyal Customer,Business travel,124,6,5
1765,23,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1766,64,Male,Eco,Loyal Customer,Business travel,124,6,5
1767,65,Male,Business,Loyal Customer,Business travel,124,6,5
1768,54,Male,Business,Loyal Customer,Business travel,124,6,5
1769,59,Male,Business,Loyal Customer,Business travel,124,6,5
1770,45,Male,Eco,Loyal Customer,Business travel,124,6,5
1771,55,Male,Eco,Loyal Customer,Business travel,124,6,5
1772,41,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1773,14,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1774,8,Male,Eco Plus,Loyal Customer,Personal Travel,124,6,5
1775,48,Female,Eco,disloyal Customer,Business travel,124,6,5
1776,42,Female,Business,disloyal Customer,Business travel,124,6,5
1777,53,Female,Business,Loyal Customer,Business travel,124,6,5
1778,47,Male,Business,Loyal Customer,Business travel,124,6,5
1779,37,Male,Eco,Loyal Customer,Business travel,124,6,5
1780,14,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1781,40,Male,Business,Loyal Customer,Personal Travel,124,6,5
1782,31,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1783,49,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1784,44,Male,Business,disloyal Customer,Business travel,124,6,5
1785,27,Female,Business,disloyal Customer,Business travel,124,6,5
1786,26,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1787,48,Female,Business,disloyal Customer,Business travel,124,6,5
1788,58,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1789,22,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1790,60,Male,Business,Loyal Customer,Business travel,124,6,5
1791,51,Male,Eco,Loyal Customer,Business travel,124,6,5
1792,61,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1793,67,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1794,21,Female,Eco,disloyal Customer,Business travel,124,6,5
1795,23,Male,Eco Plus,Loyal Customer,Business travel,124,6,5
1796,51,Male,Eco,Loyal Customer,Business travel,124,6,5
1797,43,Male,Business,Loyal Customer,Business travel,124,6,5
1798,45,Female,Eco,Loyal Customer,Business travel,124,6,5
1799,21,Female,Business,Loyal Customer,Business travel,124,6,5
1800,24,Female,Business,disloyal Customer,Business travel,124,6,5
1801,35,Male,Business,Loyal Customer,Business travel,124,6,5
1802,66,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1803,38,Female,Business,Loyal Customer,Business travel,124,6,5
1804,49,Male,Business,Loyal Customer,Personal Travel,124,6,5
1805,52,Male,Business,Loyal Customer,Business travel,124,6,5
1806,18,Male,Eco,Loyal Customer,Business travel,124,6,5
1807,42,Female,Eco,Loyal Customer,Business travel,124,6,5
1808,60,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1809,68,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1810,63,Male,Business,Loyal Customer,Personal Travel,124,6,5
1811,25,Female,Eco,disloyal Customer,Business travel,124,6,5
1812,29,Female,Eco,disloyal Customer,Business travel,124,6,5
1813,34,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1814,20,Male,Eco,disloyal Customer,Business travel,124,6,5
1815,29,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1816,45,Male,Business,Loyal Customer,Business travel,124,6,5
1817,27,Male,Business,Loyal Customer,Business travel,124,6,5
1818,29,Male,Eco,Loyal Customer,Business travel,124,6,5
1819,29,Female,Eco Plus,Loyal Customer,Business travel,124,6,5
1820,48,Male,Business,Loyal Customer,Business travel,124,6,5
1821,26,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1822,64,Female,Eco,Loyal Customer,Business travel,124,6,5
1823,54,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1824,37,Male,Business,disloyal Customer,Business travel,124,6,5
1825,58,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1826,39,Male,Business,disloyal Customer,Business travel,124,6,5
1827,53,Male,Business,Loyal Customer,Business travel,124,6,5
1828,16,Male,Eco,Loyal Customer,Personal Travel,124,6,5
1829,49,Male,Business,Loyal Customer,Business travel,124,6,5
1830,22,Female,Eco,disloyal Customer,Business travel,124,6,5
1831,22,Male,Business,Loyal Customer,Business travel,124,6,5
1832,15,Female,Business,Loyal Customer,Personal Travel,124,6,5
1833,30,Male,Business,Loyal Customer,Business travel,124,6,5
1834,25,Female,Eco,disloyal Customer,Business travel,124,6,5
1835,24,Female,Eco,Loyal Customer,Personal Travel,124,6,5
1836,60,Female,Eco,Loyal Customer,Business travel,124,6,5
